OBJECTID,DATETIME_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Lat,Lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,x,y,x_new,y_new
279,39:53.4,693,1.10E+12,US Hwy 101,U,S1200,38.49399005,-122.7533608,111,111,55,55,0.930000007,FALSE,521512.6831,4260665.868,-1648.484078,-288.9882342
280,39:53.8,693,1.10E+12,US Hwy 101,U,S1200,38.55988525,-122.8213425,106,111,29,27,0.879999995,FALSE,515569.1446,4267953.025,471.7482531,-222.5303065
281,39:54.2,693,1.10E+12,US Hwy 101,U,S1200,38.62908655,-122.8780665,115,115,21,21,0.5,FALSE,510618.7702,4275625.151,1675.404268,-110.5572291
282,39:54.6,693,1.10E+12,US Hwy 101,U,S1200,38.70593342,-122.9080365,115,115,60,60,0.5,FALSE,507996.4127,4284142.227,-56.42049725,-216.0599132
283,39:55.0,693,1.10E+12,US Hwy 101,U,S1200,38.7610571,-122.9824156,115,115,60,60,0.5,FALSE,501526.0599,4290267.769,2343.582659,-485.559824
284,39:55.4,693,1.10E+12,US Hwy 101,U,S1200,38.83841824,-123.0208341,110,110,60,60,0.5,FALSE,498192.5113,4298855.871,-503.7016743,-553.6538909
285,39:55.8,694,1.10E+12,State Rte 128,S,S1200,38.68708521,-122.8395791,67,67,78,78,0.5,FALSE,513949.1613,4282064.4,360.9975488,5776.643796
286,39:56.2,694,1.10E+12,State Rte 128,S,S1200,38.63964252,-122.7716914,60,60,113,113,0.5,FALSE,519875.7506,4276821.281,-1103.657604,1466.948409
287,39:56.5,694,1.10E+12,State Rte 128,S,S1200,38.6394848,-122.690582,90,90,75,75,0.5,FALSE,526935.272,4276821.655,172.8865484,-72.86904056
288,39:56.9,700,1.10E+12,State Rte 12,S,S1200,38.3755362,-122.5132533,88,88,77,77,0.939999998,FALSE,542521.2844,4247590.257,11.23438688,446.7699507
289,39:57.3,700,1.10E+12,State Rte 12,S,S1200,38.43660159,-122.5809507,87,87,36,36,0.5,FALSE,536583.3031,4254354.069,-4.075499596,13664.86704
